recall_number,status,classification,state,country,recalling_firm,product_description,reason_for_recall,voluntary_mandated,recall_initiation_date,report_date,termination_date
F-0243-2017,Terminated,Class I,NY,United States,SM Fish Corp.,"OSSIE'S PICKLED LOX & CREAM, NET WT. 8 OZ., UPC 739885104113; -- Far Rockaway, NY 11691 --- The product is packed in a plastic deli tub.",The products have the potential to be contaminated with Listeria monocytogenes based on the findings of the bacteria in the plant via FDA environmental sampling plus the district's inspectional findings,Voluntary: Firm initiated,20160915,20161102,20170417
F-1308-2017,Terminated,Class II,IL,United States,Dutch-American Foods Inc,"Gourmet Cocoa Supreme, CP302141-12, NET WT. 12 LBS",Dutch-American foods is recalling various seasoning products and baking bases due to potential contamination of product with Salmonella.,Voluntary: Firm initiated,20161207,20170201,20190712
F-0428-2017,Terminated,Class I,MI,United States,"Farm Country Cheese House, Inc.","White Cheddar Cheese, 40 lb. blocks",Farm Country Cheese House is conducting a voluntary recall of multiple vats of cheese due to potential contamination with Listeria monocytogenes.,Voluntary: Firm initiated,20161010,20161123,20170502
F-0259-2013,Terminated,Class II,MI,United States,Spartan Central Kitchen,#234 Bulk Watermelon	234	2.5 pounds  and #050 Watermelon Tray	16 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before",Voluntary: Firm initiated,20120910,20121024,20130219
F-0543-2025,Completed,Class II,,Canada,"Riverside Natural Foods, Ltd.",1. Chocolate Drizzled Birthday Cake Granola Bars 	25.5oz (30 bars) 2. Chocolate Drizzled Birthday Cake Granola Bars	4.2oz (5 bars) 3. Chocolate Drizzled Birthday Cake Granola Bars	17oz (20 bars) 4. Chocolate Drizzled Birthday Cake Granola Bars 	8.5oz (10 bars) 5. Chocolate Drizzled Birthday Cake Granola Bars 	4.2oz (5 bars)  6. Chocolate Drizzled Birthday Cake Granola Bars 0.85oz,may contain metal pieces,Voluntary: Firm initiated,20241209,20250219,
F-2992-2017,Terminated,Class II,IL,United States,Newly Weds Foods Inc,"B4016W, 910277 Breader, NET WT 40 LBS, Manufactured By:  Newly Weds Foods, Inc., Chicago, IL 60639",Product may contain undeclared milk.,Voluntary: Firm initiated,20170503,20170726,20190805
F-1727-2019,Terminated,Class II,MA,United States,"C & S Wholesale Grocers, Inc.","DANNON OIKOS TRIPLE ZERO GREEK VANILLA - 5.3OZ/4PK, UPC: 3663201953",Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,Voluntary: Firm initiated,20190617,20190731,20190731
F-1757-2012,Terminated,Class II,AZ,United States,Inventure Foods,"Kit item #30699-76, includes Mozzarella Sticks, 2.25 oz, 12bags/kit; Cheddar Bacon Skins, 3oz, 24 bags/kit; and Sour Cream & Onion Skins 3oz, 12bags/kit.    kit item#30679-11, 30679-12, and 30679-13, includes Mozzarella Sticks 2.25oz, 12bags/kit, Cheddar bacon skins 3oz, 24 bags/kit, and Sour Cream & Onion skins 3oz, 12bags/kit.    Kit Item#30845-A- Onion Ring Clip Strip, 2oz, 24 bag/clip strip.",Inventure Foods Inc. is recalling mozzarella sticks and onion rings because there may be a chance that there are tiny metal particles in their seasoning.,Voluntary: Firm initiated,20120608,20120718,20120815
F-1994-2017,Terminated,Class II,MO,United States,"The French's Food Company, LLC SUBS Reckitt Benckiser","French's Crispy Jalapenos Net Wt. 5 oz. (141.7g), UPC 0 41500 95309 0, French's Food Company.",Product may contain foreign objects: rocks and metal fragments.,Voluntary: Firm initiated,20170327,20170426,20190502
F-2232-2016,Terminated,Class I,TN,United States,The Pictsweet Company,"Pictsweet(R) Seasoned Summer Vegetables, NET WT 12 OZ. (340g), DISTRIBUTED BY THE PICTSWEET COMPANY, BELLS, TN 38305, UPC 7056097622","Possible Listeria Monocytogenes contamination in bulk vegetables supplied by CRF Frozen Foods, LLC used in manufacturing several Pictsweet products.",Voluntary: Firm initiated,20160506,20160921,20170803
F-0202-2022,Terminated,Class I,NY,United States,HELLOFRESH US,EveryPlate Meal Kit Product Codes 81-82-84-90-92-95-98-99 from Production Week 32 (production week start date: 08/04/2021),Products contain onions purchased from ProSource and associated with a Salmonella Oranienburg outbreak.,Voluntary: Firm initiated,20211022,20211124,20220901
F-1745-2017,Terminated,Class II,PA,United States,"Cumberland Valley Creamery, LLC","Luqman Cheese, White Cheddar, Net Wt. 8 oz.., Distributed by: Cumberland Valley Creamery, Mechanicsburg, PA",Multiple laboratory analysis found multiple instances where various cheeses exceed allowed limits of generic E. coli.,Voluntary: Firm initiated,20160607,20170405,20170327
F-0242-2015,Terminated,Class II,MI,United States,"Good Herbs, Inc.","Good Herbs, Inc., FLOWER ESSENCE WILD ROSE, 1 & 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Products not manufactured under GMP's,Voluntary: Firm initiated,20140505,20141105,20160203
F-0655-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Grandpas Artichoke Spinach Dip, Product Code 0 11596 55902 5,	1/5 lb;    Archer Farms Artichoke Spinach Dip, Product Code  0 85239 99015 5,	6/11 oz;  Archer Farms Artichoke Spinach Dip, Product Code 0 85239 69053 6,	4/18 oz;    Roundy's Artichoke Spinach Dip, Product Code  0 11596 06170 2,	6/12 oz","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131030,20131211,20140313
F-0827-2013,Terminated,Class III,MI,United States,"Garden Fresh Salsa, Inc.",Garden Fresh Gourmet Nacho Cheese Tortilla Chips  14oz bags,Beginning 11/01/2012 Garden Fresh Gourmet recalled Garden Fresh Nacho Cheese Tortilla chips (exp 11/26/2012) because quality standards of ingredients used in the products were not met.,Voluntary: Firm initiated,20121101,20121226,20130207
F-0848-2024,Terminated,Class II,OH,United States,Greco Sidari,GRANDE     1.5OZ FRESH BOCCONCINI MOZZ 1/3#         SUPC/ITEM # 19132P,The food was not held at an appropriate temperature.  The holding temperature could affect spoilage and potentially support pathogen growth.,Voluntary: Firm initiated,20240111,20240214,20240905
F-1204-2014,Terminated,Class I,OR,United States,"Reser's Fine Foods, Inc.","Reser's Tuna Salad Supreme, Formula PT.137 packaged in 2/5-lb carton cases. Reser's Fine Foods, Inc., Beaverton, OR.  UPC 071117141382",The recalled products are potentially contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20131022,20140101,20170124
F-1352-2014,Terminated,Class II,OR,United States,Kirkman Group Inc.,"Phenol Assist, Kirkman brand, Item # 0835-090",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Voluntary: Firm initiated,20131115,20140108,20140402
F-0136-2017,Terminated,Class II,GA,United States,Kabobs Inc,"MINI DEEP DISH MUSHROOM PIZZA, 200 CT, Prepared by: Kabobs, 54234 North Lake Dr. Lake City, GA 30260.",Product was manufactured with flour recalled due to E. coli O121 contamination.,Voluntary: Firm initiated,20160706,20161026,20171106
F-2329-2015,Terminated,Class II,OR,United States,"Regency Group, Inc., The","Oregano, Mediterranean ground, stock code 03355, packaged in 0.2 lb., .75 lb., 0.8 lb., 1 lb., 4 lbs., 10 lbs., 15 lbs., 25 lbs., or 50 lbs. container.    The UPC for 50 lbs. container is 0 23605 03355 6.",Bulk ground oregano is recalled due to contamination with gluten (wheat allergen),Voluntary: Firm initiated,20150430,20150603,20150825
F-1050-2016,Terminated,Class II,PA,United States,"Winter Gardens Quality Foods, Inc.","Blue Ridge Farms Macaroni Salad; 05021  Net Weight: 1 X 10 LB., Keep Refrigerated; Use by: 03/14/16; Lot # 430;   Packed by Winter Gardens Quality Foods, Inc, New Oxford, PA 17350",The supplier of the salad oil used in the above product(s) has voluntarily recalled this raw material due to the potential presence of foreign material.  Winter Gardens is continuing this voluntary recall through the supply chain.,Voluntary: Firm initiated,20160215,20160420,20160609
F-0526-2018,Terminated,Class I,NC,United States,"Farrell Farms, Inc","Dark Chocolate Pecans Net Wt. 7 oz, Farrell Farms, 200 Gin Road, Goldsboro, NC",Undeclared allergen: Milk,Voluntary: Firm initiated,20171119,20180103,20210917
F-0559-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Finest Traditions Garden Vegetable Spaghetti, Product Code 10 733147 10196 1,	1/8 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131030,20131211,20140313
F-1554-2017,Terminated,Class I,CA,United States,Snak King Corporation,Cashew Clusters 32 oz,Snak King is recalling cashew clusters because it may be contaminated with Salmonella.,Voluntary: Firm initiated,20170215,20170308,20170413
F-2021-2016,Terminated,Class I,MI,United States,"Minnie Marie Bakers, Inc. dba Awrey's Bakery","Devils Food Sheet Cake 8x12 Mega   28.125 lb case 20, 2  2.5oz cakes per case",Products may contain undeclared tree nuts (walnuts).  People who have an allergy or severe sensitivity to tree nuts run the risk of serious or life-threatening allergic reaction if they consume these products.,Voluntary: Firm initiated,20160729,20160907,20170809
F-1334-2018,Terminated,Class II,MN,United States,Target Corporation,Eggo Homestyle Waffles 24ct 29.6oz    UPC: 38000402807    Target item number: 270-5-49,Shipping container from CA to HI was not held at proper temperature which could cause food items to be contaminated with spoilage organisms or pathogens,Voluntary: Firm initiated,20180327,20180509,20180503
F-0426-2013,Terminated,Class I,NM,United States,"Sunland, Incorporated","Cadia All Natural Creamy Peanut Butter No Stir, 18 oz, UPC 815369010993.","Sunland, Inc. is conducting a voluntary limited recall of its Almond, Peanut, and Cashew Butter products and Tahini and Roasted Blanched Peanut Products, manufactured between May 1, 2010 and September 24, 2012, because these products may be contaminated with Salmonella.",Voluntary: Firm initiated,20120924,20121031,20141001
F-2258-2019,Terminated,Class II,OR,United States,Whole Flower Farms LLC,"Fudge Brownie Cookie, net wt. 2 oz.  The product was distributed frozen and has a 5-day shelf life after being defrosted at the stores.    The label is read in parts: ""***Fudge Brownie Cookie*** Ingredients:  Evaporated cane juice, sunflower oil, almond milk, cocoa powder, chocolate chips, sorhgum flour, tapioca flour, flax meal, vanilla, baking powder, salt***Gluten-Free ***Vegan Foods ***Made by: Whole Flower Farms 29190 hwy 34 Corvallis, OR***"".",Fudge Brownie Cookie product is recalled due to undeclared soy lecithin.,Voluntary: Firm initiated,20190917,20191009,20190930
F-0634-2021,Terminated,Class II,NJ,United States,Clio LLC,Clio No Added Sugar Yogurt Bar Mixed Berry / Peach  50g x 16 (12pc tray). UPC Code: 854021008220,Possible metal fragments in Yogurt Bars,Voluntary: Firm initiated,20210515,20210609,20220414
F-2613-2015,Terminated,Class I,TX,United States,"Blue Bell Creameries, L.P.",Blue Bell Ice Cream Chocolate Chip 3 Gallon,Five patients who were treated in a single hospital in Kansas were infected with one of four rare strains of Listeria monocytogenes.,Voluntary: Firm initiated,20150313,20150701,20161103
F-0979-2018,Terminated,Class II,NJ,United States,Food and Beverage Inc.,Name: Trader Joe s Chocolate Chip Cookies SKU 68075  Net Weight: 12 oz. (340g)  Number of units per package: 16 cookies  Package type: Kraft paper bag,"Food & Beverage Inc., dba Chris's Cookies has initiated a recall of Trader Joe s Peanut Butter Sutter s Formula Cookies  (Trader Joes SKU 93307) that was packed in a Trader Joes branded Chocolate Chip Cookie bag, and sent out as Chocolate Chip Cookies.      Please note the Chocolate Chip Cookie bag has a statement on the back that says:  MAY CONTAIN TRACES OF PEANUTS AND TREE NUTS , but since the wrong product packed is based almost completely in peanut this could represent a bigger risk for those who have peanuts allergies. Thus, prompting the firm to error on the side of public safety and initiate a recall.",Voluntary: Firm initiated,20180312,20180328,20180504
F-0316-2020,Terminated,Class I,MN,United States,"Russ Davis Wholesale, Inc.","Veggie Pizza Mix, 2.5 lbs, packaged with a small generic white label on a plastic bag for foodservice use.  Contains broccoli florets, cauliflower florets and diced carrots.  Mix meant for putting on flat bread as RTE.",Products are being recalled because they may have the potential to be contaminated with Listeria monocytogenes,Voluntary: Firm initiated,20191105,20191127,20200611
F-2745-2015,Terminated,Class II,GA,United States,Lavoi Corporation d/b/a/ Epi De France,"Epi breads, 12"" French Sub-roll, 36 count per case, Epi breads, 12"" Unsliced French Hoagie, 45 count per case, and 7.75"" French Hoagie, 48 count per case per case, Lavoi Corporation, EPI Breads, 4710 West Ledbetter, Dallas, TX 75236",Undeclared allergen: Bread products were manufactured using raw material (wheat gluten) that was recalled due to undeclared peanut and/or tree nut residue.,Voluntary: Firm initiated,20150224,20150701,20170706
F-1884-2014,Terminated,Class II,IA,United States,American Pop Corn Co,"Jolly Time Microwave popcorn, Extra Butter, 3/3-oz bags/carton. The cartons are packaged 12-cartons/case. Individual carton - UPC 028190008477, on the 12 count case - UPC 10028190008474 and 48 ct shipper with UPC 128190488474    American Pop Corn Company, Sioux City, IA.",The product has the potential to be contaminated with stainless steel metal fragments.,Voluntary: Firm initiated,20140411,20140430,20140728
F-2264-2017,Terminated,Class I,NY,United States,"The Smokehouse of New York, LLC.","Refrigerated, ready-to-eat BAKED KIPPERED SALMON, in 8 oz. vacuum packages, UPC 0200000615659 -- KEEP REFRIGERATED 38 DEGREES or Below --- THE SMOKEHOUSE OF NY , MAMARONECK , NY 10543","The products have the potential to be contaminated with Listeria monocytogenes based on FDA sampling and analysis.  During an FDA inspection, an environmental sample (973983) was collected and submitted to NRL for analysis.  NRL's analysis revealed 37 out of 99 subs were positive for L. monocytogenes including both Zone 1 and Zone 2 locations.",Voluntary: Firm initiated,20170407,20170607,20170831
F-1090-2013,Terminated,Class II,ND,United States,"Dakota Specialty Milling, Inc","40632,  SPECIALTY GRANNY GRAINS BLEND ( WHEAT BRAN, WHEAT, OATS , BARLEY, RYE),  DAKOTA SPECIALTY MILLING, INC., FARGO, ND ,  19 Net WT 40 LBS.",Some flour and flour blends produced at Dakota Specialty Milling have the potential to be contaminated with pliable metal wire mesh fragments from a defective flour sifter.,Voluntary: Firm initiated,20130214,20130320,20140110
